city,lat,lon,date,hour,temp,prob_rain,volume_rain,wind_speed,perc_cloud
Strasbourg,48.584614,7.7507127,2026-08-16,14:00,31.15,0.0,0.0,3.73,100
Strasbourg,48.584614,7.7507127,2026-08-16,17:00,32.07,0.0,0.0,3.84,99
Strasbourg,48.584614,7.7507127,2026-08-16,20:00,31.3,0.0,0.0,4.58,97
Strasbourg,48.584614,7.7507127,2026-08-16,23:00,24.46,0.96,1.12,1.11,100
Strasbourg,48.584614,7.7507127,2026-08-17,02:00,21.18,0.72,0.0,1.25,100
Strasbourg,48.584614,7.7507127,2026-08-17,05:00,20.83,0.0,0.0,1.96,71
Strasbourg,48.584614,7.7507127,2026-08-17,08:00,21.75,0.2,0.24,1.45,84
Strasbourg,48.584614,7.7507127,2026-08-17,11:00,19.9,1.0,6.11,1.97,100
Strasbourg,48.584614,7.7507127,2026-08-17,14:00,22.63,1.0,3.64,2.15,96
Strasbourg,48.584614,7.7507127,2026-08-17,17:00,27.79,0.98,0.53,2.47,76
Strasbourg,48.584614,7.7507127,2026-08-17,20:00,27.28,0.38,0.0,2.5,90
Strasbourg,48.584614,7.7507127,2026-08-17,23:00,22.45,0.0,0.0,0.67,100
Strasbourg,48.584614,7.7507127,2026-08-18,02:00,19.75,0.0,0.0,0.38,92
Strasbourg,48.584614,7.7507127,2026-08-18,05:00,18.78,0.0,0.0,0.63,90
Strasbourg,48.584614,7.7507127,2026-08-18,08:00,19.58,0.0,0.0,0.26,87
Strasbourg,48.584614,7.7507127,2026-08-18,11:00,24.16,0.0,0.0,1.75,64
Strasbourg,48.584614,7.7507127,2026-08-18,14:00,28.52,0.0,0.0,3.57,83
Strasbourg,48.584614,7.7507127,2026-08-18,17:00,30.24,0.0,0.0,4.5,100
Strasbourg,48.584614,7.7507127,2026-08-18,20:00,26.59,0.0,0.0,0.7,100
Strasbourg,48.584614,7.7507127,2026-08-18,23:00,23.19,0.0,0.0,1.35,99
Strasbourg,48.584614,7.7507127,2026-08-19,02:00,20.06,0.0,0.0,0.28,85
Strasbourg,48.584614,7.7507127,2026-08-19,05:00,18.35,0.0,0.0,0.78,18
Strasbourg,48.584614,7.7507127,2026-08-19,08:00,19.72,0.0,0.0,1.64,14
Strasbourg,48.584614,7.7507127,2026-08-19,11:00,26.66,0.0,0.0,2.89,1
Strasbourg,48.584614,7.7507127,2026-08-19,14:00,22.84,0.2,0.21,9.01,12
Strasbourg,48.584614,7.7507127,2026-08-19,17:00,20.45,1.0,0.78,4.95,89
Strasbourg,48.584614,7.7507127,2026-08-19,20:00,18.94,0.68,0.0,0.8,95
Strasbourg,48.584614,7.7507127,2026-08-19,23:00,16.27,0.0,0.0,2.54,95
Strasbourg,48.584614,7.7507127,2026-08-20,02:00,15.26,0.0,0.0,2.8,92
Strasbourg,48.584614,7.7507127,2026-08-20,05:00,14.55,0.0,0.0,2.51,17
Strasbourg,48.584614,7.7507127,2026-08-20,08:00,16.54,0.0,0.0,2.84,55
Strasbourg,48.584614,7.7507127,2026-08-20,11:00,24.51,0.0,0.0,3.43,6
Strasbourg,48.584614,7.7507127,2026-08-20,14:00,29.04,0.0,0.0,4.37,26
Strasbourg,48.584614,7.7507127,2026-08-20,17:00,26.44,0.0,0.0,4.86,100
Strasbourg,48.584614,7.7507127,2026-08-20,20:00,24.64,0.0,0.0,3.73,100
Strasbourg,48.584614,7.7507127,2026-08-20,23:00,19.53,0.0,0.0,2.27,100
Strasbourg,48.584614,7.7507127,2026-08-21,02:00,17.62,0.0,0.0,2.39,100
Strasbourg,48.584614,7.7507127,2026-08-21,05:00,15.59,0.0,0.0,1.89,60
Strasbourg,48.584614,7.7507127,2026-08-21,08:00,17.11,0.0,0.0,1.78,70
Strasbourg,48.584614,7.7507127,2026-08-21,11:00,22.79,0.0,0.0,4.43,73
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-16,14:00,26.95,0.0,0.0,4.09,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-16,17:00,30.13,0.0,0.0,3.8,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-16,20:00,30.79,0.0,0.0,3.05,86
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-16,23:00,22.88,0.0,0.0,2.42,69
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-17,02:00,18.75,0.2,0.3,2.28,83
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-17,05:00,17.93,0.0,0.0,1.5,75
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-17,08:00,18.18,0.48,0.51,2.23,81
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-17,11:00,16.22,1.0,4.4,0.88,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-17,14:00,18.34,1.0,3.57,1.22,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-17,17:00,26.81,1.0,1.24,2.69,97
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-17,20:00,25.8,0.71,0.0,0.71,97
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-17,23:00,19.5,0.2,0.11,0.33,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-18,02:00,17.24,0.0,0.0,1.66,95
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-18,05:00,15.77,0.0,0.0,1.12,72
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-18,08:00,16.42,0.0,0.0,0.87,63
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-18,11:00,22.73,0.0,0.0,0.88,86
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-18,14:00,26.68,0.0,0.0,2.59,88
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-18,17:00,27.08,0.0,0.0,3.87,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-18,20:00,22.72,0.0,0.0,2.03,99
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-18,23:00,18.87,0.0,0.0,2.42,99
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-19,02:00,17.38,0.0,0.0,2.21,97
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-19,05:00,15.82,0.0,0.0,1.93,13
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-19,08:00,17.93,0.0,0.0,1.29,10
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-19,11:00,25.24,0.0,0.0,3.85,2
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-19,14:00,22.7,0.0,0.0,7.28,1
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-19,17:00,19.14,0.35,0.22,3.94,84
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-19,20:00,15.63,0.36,0.27,1.56,92
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-19,23:00,12.48,0.0,0.0,1.16,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-20,02:00,11.85,0.0,0.0,1.71,99
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-20,05:00,12.1,0.0,0.0,1.64,28
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-20,08:00,15.03,0.0,0.0,1.4,57
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-20,11:00,23.24,0.0,0.0,1.94,7
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-20,14:00,25.24,0.0,0.0,4.81,43
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-20,17:00,22.23,0.0,0.0,2.48,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-20,20:00,20.62,0.0,0.0,2.66,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-20,23:00,17.05,0.0,0.0,2.23,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-21,02:00,14.39,0.0,0.0,2.13,100
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-21,05:00,12.4,0.0,0.0,2.39,78
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-21,08:00,13.79,0.0,0.0,2.03,89
Chateau du Haut Koenigsbourg,48.249382,7.3439412,2026-08-21,11:00,19.78,0.0,0.0,3.11,70
Colmar,48.0777517,7.3579641,2026-08-16,14:00,29.67,0.0,0.0,3.32,99
Colmar,48.0777517,7.3579641,2026-08-16,17:00,33.79,0.0,0.0,4.67,99
Colmar,48.0777517,7.3579641,2026-08-16,20:00,33.81,0.0,0.0,3.1,92
Colmar,48.0777517,7.3579641,2026-08-16,23:00,25.66,0.2,0.12,1.69,58
Colmar,48.0777517,7.3579641,2026-08-17,02:00,21.48,0.2,0.3,2.16,79
Colmar,48.0777517,7.3579641,2026-08-17,05:00,20.48,0.27,0.14,1.32,84
Colmar,48.0777517,7.3579641,2026-08-17,08:00,19.97,0.94,1.0,1.98,87
Colmar,48.0777517,7.3579641,2026-08-17,11:00,17.53,1.0,2.73,1.75,100
Colmar,48.0777517,7.3579641,2026-08-17,14:00,19.44,1.0,3.61,1.4,100
Colmar,48.0777517,7.3579641,2026-08-17,17:00,30.05,1.0,2.22,2.46,100
Colmar,48.0777517,7.3579641,2026-08-17,20:00,28.57,1.0,0.47,1.39,99
Colmar,48.0777517,7.3579641,2026-08-17,23:00,21.77,0.2,0.12,0.98,100
Colmar,48.0777517,7.3579641,2026-08-18,02:00,19.95,0.0,0.0,1.5,97
Colmar,48.0777517,7.3579641,2026-08-18,05:00,17.38,0.0,0.0,1.09,49
Colmar,48.0777517,7.3579641,2026-08-18,08:00,18.77,0.0,0.0,0.27,42
Colmar,48.0777517,7.3579641,2026-08-18,11:00,25.24,0.0,0.0,1.38,86
Colmar,48.0777517,7.3579641,2026-08-18,14:00,30.25,0.0,0.0,0.37,73
Colmar,48.0777517,7.3579641,2026-08-18,17:00,30.06,0.0,0.0,3.78,100
Colmar,48.0777517,7.3579641,2026-08-18,20:00,25.34,0.0,0.0,2.09,99
Colmar,48.0777517,7.3579641,2026-08-18,23:00,21.76,0.0,0.0,2.26,100
Colmar,48.0777517,7.3579641,2026-08-19,02:00,20.38,0.0,0.0,2.05,99
Colmar,48.0777517,7.3579641,2026-08-19,05:00,18.96,0.0,0.0,1.88,18
Colmar,48.0777517,7.3579641,2026-08-19,08:00,20.95,0.0,0.0,1.25,20
Colmar,48.0777517,7.3579641,2026-08-19,11:00,29.01,0.0,0.0,3.46,1
Colmar,48.0777517,7.3579641,2026-08-19,14:00,29.02,0.0,0.0,6.34,0
Colmar,48.0777517,7.3579641,2026-08-19,17:00,22.81,0.38,0.14,3.78,59
Colmar,48.0777517,7.3579641,2026-08-19,20:00,18.81,0.39,0.43,1.91,78
Colmar,48.0777517,7.3579641,2026-08-19,23:00,15.41,0.0,0.0,0.8,100
Colmar,48.0777517,7.3579641,2026-08-20,02:00,14.92,0.0,0.0,1.62,99
Colmar,48.0777517,7.3579641,2026-08-20,05:00,15.07,0.0,0.0,1.4,39
Colmar,48.0777517,7.3579641,2026-08-20,08:00,17.75,0.0,0.0,1.51,67
Colmar,48.0777517,7.3579641,2026-08-20,11:00,25.5,0.0,0.0,2.81,16
Colmar,48.0777517,7.3579641,2026-08-20,14:00,28.02,0.0,0.0,4.66,56
Colmar,48.0777517,7.3579641,2026-08-20,17:00,25.03,0.0,0.0,2.91,98
Colmar,48.0777517,7.3579641,2026-08-20,20:00,22.55,0.0,0.0,2.13,100
Colmar,48.0777517,7.3579641,2026-08-20,23:00,20.29,0.0,0.0,1.85,100
Colmar,48.0777517,7.3579641,2026-08-21,02:00,18.74,0.0,0.0,1.64,100
Colmar,48.0777517,7.3579641,2026-08-21,05:00,15.24,0.0,0.0,2.32,69
Colmar,48.0777517,7.3579641,2026-08-21,08:00,17.14,0.0,0.0,1.59,84
Colmar,48.0777517,7.3579641,2026-08-21,11:00,23.41,0.0,0.0,2.59,58
Eguisheim,48.0447968,7.3079618,2026-08-16,14:00,29.49,0.0,0.0,3.52,99
Eguisheim,48.0447968,7.3079618,2026-08-16,17:00,33.03,0.0,0.0,4.66,100
Eguisheim,48.0447968,7.3079618,2026-08-16,20:00,33.41,0.0,0.0,3.05,94
Eguisheim,48.0447968,7.3079618,2026-08-16,23:00,25.39,0.2,0.1,1.8,55
Eguisheim,48.0447968,7.3079618,2026-08-17,02:00,21.23,0.2,0.33,2.17,77
Eguisheim,48.0447968,7.3079618,2026-08-17,05:00,20.14,0.2,0.2,1.37,84
Eguisheim,48.0447968,7.3079618,2026-08-17,08:00,20.32,1.0,1.09,1.85,88
Eguisheim,48.0447968,7.3079618,2026-08-17,11:00,18.57,1.0,2.22,1.84,100
Eguisheim,48.0447968,7.3079618,2026-08-17,14:00,20.28,1.0,3.46,1.34,100
Eguisheim,48.0447968,7.3079618,2026-08-17,17:00,29.41,1.0,2.31,2.41,100
Eguisheim,48.0447968,7.3079618,2026-08-17,20:00,28.32,1.0,0.51,1.56,100
Eguisheim,48.0447968,7.3079618,2026-08-17,23:00,21.84,0.0,0.0,1.2,99
Eguisheim,48.0447968,7.3079618,2026-08-18,02:00,19.7,0.0,0.0,1.52,97
Eguisheim,48.0447968,7.3079618,2026-08-18,05:00,16.88,0.0,0.0,1.1,38
Eguisheim,48.0447968,7.3079618,2026-08-18,08:00,18.5,0.0,0.0,0.33,34
Eguisheim,48.0447968,7.3079618,2026-08-18,11:00,25.07,0.0,0.0,1.37,84
Eguisheim,48.0447968,7.3079618,2026-08-18,14:00,30.13,0.0,0.0,0.74,68
Eguisheim,48.0447968,7.3079618,2026-08-18,17:00,29.75,0.0,0.0,3.77,100
Eguisheim,48.0447968,7.3079618,2026-08-18,20:00,24.94,0.0,0.0,2.07,100
Eguisheim,48.0447968,7.3079618,2026-08-18,23:00,21.6,0.0,0.0,2.3,100
Eguisheim,48.0447968,7.3079618,2026-08-19,02:00,20.25,0.0,0.0,2.07,99
Eguisheim,48.0447968,7.3079618,2026-08-19,05:00,18.97,0.0,0.0,1.93,28
Eguisheim,48.0447968,7.3079618,2026-08-19,08:00,20.86,0.0,0.0,1.31,29
Eguisheim,48.0447968,7.3079618,2026-08-19,11:00,28.67,0.0,0.0,3.72,2
Eguisheim,48.0447968,7.3079618,2026-08-19,14:00,29.33,0.0,0.0,6.08,1
Eguisheim,48.0447968,7.3079618,2026-08-19,17:00,22.96,0.09,0.0,3.59,50
Eguisheim,48.0447968,7.3079618,2026-08-19,20:00,18.77,0.23,0.38,1.83,74
Eguisheim,48.0447968,7.3079618,2026-08-19,23:00,15.3,0.0,0.0,0.73,100
Eguisheim,48.0447968,7.3079618,2026-08-20,02:00,14.86,0.0,0.0,1.53,98
Eguisheim,48.0447968,7.3079618,2026-08-20,05:00,15.1,0.0,0.0,1.3,44
Eguisheim,48.0447968,7.3079618,2026-08-20,08:00,17.67,0.0,0.0,1.47,71
Eguisheim,48.0447968,7.3079618,2026-08-20,11:00,25.07,0.0,0.0,2.77,18
Eguisheim,48.0447968,7.3079618,2026-08-20,14:00,27.74,0.0,0.0,4.53,58
Eguisheim,48.0447968,7.3079618,2026-08-20,17:00,24.62,0.0,0.0,3.03,99
Eguisheim,48.0447968,7.3079618,2026-08-20,20:00,22.05,0.0,0.0,2.02,100
Eguisheim,48.0447968,7.3079618,2026-08-20,23:00,19.99,0.0,0.0,1.69,100
Eguisheim,48.0447968,7.3079618,2026-08-21,02:00,18.82,0.0,0.0,1.59,100
Eguisheim,48.0447968,7.3079618,2026-08-21,05:00,15.07,0.0,0.0,2.33,68
Eguisheim,48.0447968,7.3079618,2026-08-21,08:00,17.03,0.0,0.0,1.62,84
Eguisheim,48.0447968,7.3079618,2026-08-21,11:00,23.11,0.0,0.0,2.71,61
Besancon,47.2380222,6.0243622,2026-08-16,14:00,27.87,0.0,0.0,2.31,95
Besancon,47.2380222,6.0243622,2026-08-16,17:00,30.35,0.0,0.0,2.14,98
Besancon,47.2380222,6.0243622,2026-08-16,20:00,28.65,0.0,0.0,1.92,100
Besancon,47.2380222,6.0243622,2026-08-16,23:00,21.13,0.47,0.21,2.08,38
Besancon,47.2380222,6.0243622,2026-08-17,02:00,22.48,0.66,0.35,2.12,55
Besancon,47.2380222,6.0243622,2026-08-17,05:00,20.52,1.0,1.99,1.61,76
Besancon,47.2380222,6.0243622,2026-08-17,08:00,21.43,1.0,0.18,1.92,88
Besancon,47.2380222,6.0243622,2026-08-17,11:00,22.31,1.0,1.34,1.84,100
Besancon,47.2380222,6.0243622,2026-08-17,14:00,23.99,1.0,0.36,2.87,100
Besancon,47.2380222,6.0243622,2026-08-17,17:00,27.7,1.0,1.78,1.2,100
Besancon,47.2380222,6.0243622,2026-08-17,20:00,27.34,1.0,0.83,2.01,100
Besancon,47.2380222,6.0243622,2026-08-17,23:00,22.29,0.0,0.0,1.59,100
Besancon,47.2380222,6.0243622,2026-08-18,02:00,20.68,0.0,0.0,1.38,80
Besancon,47.2380222,6.0243622,2026-08-18,05:00,15.99,0.0,0.0,1.41,9
Besancon,47.2380222,6.0243622,2026-08-18,08:00,17.98,0.0,0.0,1.06,17
Besancon,47.2380222,6.0243622,2026-08-18,11:00,24.54,0.0,0.0,2.3,89
Besancon,47.2380222,6.0243622,2026-08-18,14:00,28.76,0.0,0.0,2.73,92
Besancon,47.2380222,6.0243622,2026-08-18,17:00,30.12,0.0,0.0,2.65,97
Besancon,47.2380222,6.0243622,2026-08-18,20:00,24.53,0.0,0.0,1.3,99
Besancon,47.2380222,6.0243622,2026-08-18,23:00,21.09,0.0,0.0,1.89,100
Besancon,47.2380222,6.0243622,2026-08-19,02:00,19.8,0.0,0.0,1.72,100
Besancon,47.2380222,6.0243622,2026-08-19,05:00,18.04,0.0,0.0,1.27,100
Besancon,47.2380222,6.0243622,2026-08-19,08:00,19.16,0.0,0.0,1.96,52
Besancon,47.2380222,6.0243622,2026-08-19,11:00,26.25,0.0,0.0,5.67,0
Besancon,47.2380222,6.0243622,2026-08-19,14:00,30.76,0.0,0.0,5.96,0
Besancon,47.2380222,6.0243622,2026-08-19,17:00,27.87,0.0,0.0,5.69,39
Besancon,47.2380222,6.0243622,2026-08-19,20:00,18.43,0.4,0.54,1.7,62
Besancon,47.2380222,6.0243622,2026-08-19,23:00,15.86,0.0,0.0,1.6,100
Besancon,47.2380222,6.0243622,2026-08-20,02:00,15.95,0.0,0.0,1.27,100
Besancon,47.2380222,6.0243622,2026-08-20,05:00,15.78,0.0,0.0,1.32,69
Besancon,47.2380222,6.0243622,2026-08-20,08:00,17.29,0.0,0.0,1.19,84
Besancon,47.2380222,6.0243622,2026-08-20,11:00,22.95,0.0,0.0,3.58,85
Besancon,47.2380222,6.0243622,2026-08-20,14:00,27.96,0.0,0.0,5.02,85
Besancon,47.2380222,6.0243622,2026-08-20,17:00,27.07,0.0,0.0,4.36,99
Besancon,47.2380222,6.0243622,2026-08-20,20:00,23.87,0.0,0.0,2.83,99
Besancon,47.2380222,6.0243622,2026-08-20,23:00,17.63,0.79,0.35,1.91,96
Besancon,47.2380222,6.0243622,2026-08-21,02:00,17.5,0.0,0.0,1.62,98
Besancon,47.2380222,6.0243622,2026-08-21,05:00,14.26,0.0,0.0,1.33,100
Besancon,47.2380222,6.0243622,2026-08-21,08:00,14.65,0.0,0.0,1.65,92
Besancon,47.2380222,6.0243622,2026-08-21,11:00,20.1,0.0,0.0,2.63,100
Dijon,47.3215806,5.0414701,2026-08-16,14:00,26.11,0.0,0.0,2.51,100
Dijon,47.3215806,5.0414701,2026-08-16,17:00,29.81,0.0,0.0,4.37,100
Dijon,47.3215806,5.0414701,2026-08-16,20:00,28.46,0.2,0.2,3.87,93
Dijon,47.3215806,5.0414701,2026-08-16,23:00,21.64,1.0,0.84,2.16,57
Dijon,47.3215806,5.0414701,2026-08-17,02:00,21.44,1.0,0.94,3.27,69
Dijon,47.3215806,5.0414701,2026-08-17,05:00,20.25,0.77,0.43,1.69,67
Dijon,47.3215806,5.0414701,2026-08-17,08:00,21.27,0.08,0.0,1.52,84
Dijon,47.3215806,5.0414701,2026-08-17,11:00,23.12,1.0,0.87,2.22,100
Dijon,47.3215806,5.0414701,2026-08-17,14:00,25.07,1.0,1.08,3.65,100
Dijon,47.3215806,5.0414701,2026-08-17,17:00,29.18,0.0,0.0,5.33,100
Dijon,47.3215806,5.0414701,2026-08-17,20:00,27.71,0.0,0.0,2.69,98
Dijon,47.3215806,5.0414701,2026-08-17,23:00,23.01,0.0,0.0,0.39,98
Dijon,47.3215806,5.0414701,2026-08-18,02:00,20.42,0.0,0.0,1.95,75
Dijon,47.3215806,5.0414701,2026-08-18,05:00,18.13,0.0,0.0,2.14,7
Dijon,47.3215806,5.0414701,2026-08-18,08:00,19.62,0.0,0.0,1.28,25
Dijon,47.3215806,5.0414701,2026-08-18,11:00,26.45,0.0,0.0,1.75,78
Dijon,47.3215806,5.0414701,2026-08-18,14:00,30.6,0.0,0.0,3.37,84
Dijon,47.3215806,5.0414701,2026-08-18,17:00,31.29,0.0,0.0,4.53,97
Dijon,47.3215806,5.0414701,2026-08-18,20:00,27.71,0.0,0.0,3.19,99
Dijon,47.3215806,5.0414701,2026-08-18,23:00,22.95,0.0,0.0,2.79,99
Dijon,47.3215806,5.0414701,2026-08-19,02:00,21.19,0.0,0.0,1.75,100
Dijon,47.3215806,5.0414701,2026-08-19,05:00,19.06,0.0,0.0,1.51,72
Dijon,47.3215806,5.0414701,2026-08-19,08:00,21.18,0.0,0.0,1.37,39
Dijon,47.3215806,5.0414701,2026-08-19,11:00,27.52,0.0,0.0,5.81,0
Dijon,47.3215806,5.0414701,2026-08-19,14:00,29.02,0.0,0.0,6.9,1
Dijon,47.3215806,5.0414701,2026-08-19,17:00,23.1,0.0,0.0,7.1,88
Dijon,47.3215806,5.0414701,2026-08-19,20:00,22.26,0.0,0.0,3.44,93
Dijon,47.3215806,5.0414701,2026-08-19,23:00,17.21,0.0,0.0,0.81,98
Dijon,47.3215806,5.0414701,2026-08-20,02:00,15.48,0.0,0.0,1.64,85
Dijon,47.3215806,5.0414701,2026-08-20,05:00,15.67,0.0,0.0,1.9,41
Dijon,47.3215806,5.0414701,2026-08-20,08:00,18.12,0.0,0.0,1.48,68
Dijon,47.3215806,5.0414701,2026-08-20,11:00,25.95,0.0,0.0,4.4,61
Dijon,47.3215806,5.0414701,2026-08-20,14:00,28.06,0.0,0.0,6.16,76
Dijon,47.3215806,5.0414701,2026-08-20,17:00,27.48,0.0,0.0,6.88,91
Dijon,47.3215806,5.0414701,2026-08-20,20:00,24.84,0.0,0.0,5.51,94
Dijon,47.3215806,5.0414701,2026-08-20,23:00,16.71,0.0,0.0,2.14,48
Dijon,47.3215806,5.0414701,2026-08-21,02:00,15.65,0.0,0.0,2.23,74
Dijon,47.3215806,5.0414701,2026-08-21,05:00,14.04,0.0,0.0,2.52,92
Dijon,47.3215806,5.0414701,2026-08-21,08:00,15.17,0.0,0.0,2.34,83
Dijon,47.3215806,5.0414701,2026-08-21,11:00,21.66,0.0,0.0,4.13,96
Annecy,45.8992348,6.1288847,2026-08-16,14:00,30.64,0.0,0.0,1.28,54
Annecy,45.8992348,6.1288847,2026-08-16,17:00,32.21,0.0,0.0,1.09,69
Annecy,45.8992348,6.1288847,2026-08-16,20:00,28.82,0.0,0.0,2.25,60
Annecy,45.8992348,6.1288847,2026-08-16,23:00,23.21,1.0,1.11,1.5,74
Annecy,45.8992348,6.1288847,2026-08-17,02:00,22.57,0.75,0.0,1.49,86
Annecy,45.8992348,6.1288847,2026-08-17,05:00,20.59,0.0,0.0,1.28,81
Annecy,45.8992348,6.1288847,2026-08-17,08:00,21.52,0.0,0.0,0.77,86
Annecy,45.8992348,6.1288847,2026-08-17,11:00,25.9,0.0,0.0,1.03,98
Annecy,45.8992348,6.1288847,2026-08-17,14:00,28.32,0.86,1.37,0.92,99
Annecy,45.8992348,6.1288847,2026-08-17,17:00,29.52,0.78,1.0,0.75,100
Annecy,45.8992348,6.1288847,2026-08-17,20:00,26.3,1.0,1.93,1.61,100
Annecy,45.8992348,6.1288847,2026-08-17,23:00,22.72,0.2,0.14,1.53,37
Annecy,45.8992348,6.1288847,2026-08-18,02:00,21.99,0.0,0.0,1.34,30
Annecy,45.8992348,6.1288847,2026-08-18,05:00,15.98,0.0,0.0,1.36,0
Annecy,45.8992348,6.1288847,2026-08-18,08:00,17.68,0.0,0.0,1.17,2
Annecy,45.8992348,6.1288847,2026-08-18,11:00,25.4,0.0,0.0,1.44,76
Annecy,45.8992348,6.1288847,2026-08-18,14:00,29.31,0.0,0.0,1.63,84
Annecy,45.8992348,6.1288847,2026-08-18,17:00,30.32,0.0,0.0,1.4,28
Annecy,45.8992348,6.1288847,2026-08-18,20:00,23.62,0.0,0.0,0.72,43
Annecy,45.8992348,6.1288847,2026-08-18,23:00,20.14,0.0,0.0,1.44,100
Annecy,45.8992348,6.1288847,2026-08-19,02:00,18.68,0.0,0.0,1.75,82
Annecy,45.8992348,6.1288847,2026-08-19,05:00,17.7,0.0,0.0,1.67,67
Annecy,45.8992348,6.1288847,2026-08-19,08:00,19.57,0.0,0.0,1.39,53
Annecy,45.8992348,6.1288847,2026-08-19,11:00,27.33,0.0,0.0,1.5,2
Annecy,45.8992348,6.1288847,2026-08-19,14:00,30.82,0.0,0.0,2.16,1
Annecy,45.8992348,6.1288847,2026-08-19,17:00,31.12,0.0,0.0,1.92,3
Annecy,45.8992348,6.1288847,2026-08-19,20:00,24.38,0.0,0.0,1.22,1
Annecy,45.8992348,6.1288847,2026-08-19,23:00,20.0,0.0,0.0,1.37,11
Annecy,45.8992348,6.1288847,2026-08-20,02:00,17.76,0.0,0.0,0.55,55
Annecy,45.8992348,6.1288847,2026-08-20,05:00,16.41,0.0,0.0,0.87,94
Annecy,45.8992348,6.1288847,2026-08-20,08:00,18.75,0.0,0.0,0.66,93
Annecy,45.8992348,6.1288847,2026-08-20,11:00,21.32,0.0,0.0,0.77,100
Annecy,45.8992348,6.1288847,2026-08-20,14:00,28.43,0.0,0.0,2.39,95
Annecy,45.8992348,6.1288847,2026-08-20,17:00,29.08,0.0,0.0,1.95,100
Annecy,45.8992348,6.1288847,2026-08-20,20:00,23.18,0.01,0.0,1.6,89
Annecy,45.8992348,6.1288847,2026-08-20,23:00,17.8,1.0,0.86,1.41,56
Annecy,45.8992348,6.1288847,2026-08-21,02:00,16.58,1.0,1.13,1.11,29
Annecy,45.8992348,6.1288847,2026-08-21,05:00,16.11,0.6,0.81,1.25,28
Annecy,45.8992348,6.1288847,2026-08-21,08:00,16.97,0.56,0.3,0.8,21
Annecy,45.8992348,6.1288847,2026-08-21,11:00,22.47,0.0,0.0,1.54,42
Grenoble,45.1875602,5.7357819,2026-08-16,14:00,32.28,0.0,0.0,1.84,96
Grenoble,45.1875602,5.7357819,2026-08-16,17:00,35.84,0.0,0.0,1.87,96
Grenoble,45.1875602,5.7357819,2026-08-16,20:00,32.61,0.2,0.18,0.16,99
Grenoble,45.1875602,5.7357819,2026-08-16,23:00,25.02,1.0,3.01,1.19,100
Grenoble,45.1875602,5.7357819,2026-08-17,02:00,23.72,0.8,0.0,1.02,83
Grenoble,45.1875602,5.7357819,2026-08-17,05:00,22.23,0.0,0.0,0.77,92
Grenoble,45.1875602,5.7357819,2026-08-17,08:00,25.01,0.0,0.0,0.45,68
Grenoble,45.1875602,5.7357819,2026-08-17,11:00,28.68,0.0,0.0,2.06,78
Grenoble,45.1875602,5.7357819,2026-08-17,14:00,31.69,0.25,0.13,3.03,89
Grenoble,45.1875602,5.7357819,2026-08-17,17:00,35.46,0.26,0.0,2.74,100
Grenoble,45.1875602,5.7357819,2026-08-17,20:00,31.63,0.15,0.0,1.96,97
